2025-07-24 00:36:57.656 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [e90bbb1d04f646d287039efb9c0da960], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.spriteshape], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap.extras], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.aseprite], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.searcher], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.burst], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.mathematics], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.collections], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.rendering.light-transport], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.common], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.nuget.mono-cecil], Result: [granted: True, group: (null)]
2025-07-24 04:25:47.121 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.test-framework.performance], Result: [granted: True, group: (null)]
2025-07-24 04:26:00.602 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-07-24 04:26:00.602 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066369140560-UnityPersonal]
2025-07-24 04:26:07.666 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.toolchain.linux-x86_64], Result: [granted: True, group: (null)]
2025-07-24 04:26:07.866 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-07-24 04:26:07.866 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.disable], Result: [granted: False, group: (null)]
2025-07-24 04:26:07.867 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.prototyping], Result: [granted: False, group: (null)]
2025-07-24 04:26:07.867 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-07-24 04:26:07.867 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-07-24 04:26:07.867 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.time-limited-license], Result: [granted: False, group: (null)]
2025-07-24 04:26:07.867 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-07-24 04:26:07.867 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066369140560-UnityPersonal]
2025-07-24 04:26:08.292 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.collab-proxy], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.feature.2d], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ide.rider], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ide.visualstudio], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.inputsystem], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.multiplayer.center], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.timeline], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.toolchain.linux-x86_64], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ugui], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.visualscripting], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.accessibility], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.ai], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.androidjni], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.animation], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.assetbundle], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.audio], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.cloth], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.director], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.imageconversion], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.imgui], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.jsonserialize], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.particlesystem], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.physics], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.physics2d], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.screencapture], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.terrain], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.terrainphysics], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.tilemap], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.ui], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.uielements], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.umbra], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.unityanalytics], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequest], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestassetbundle], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestaudio], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequesttexture], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestwww], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.vehicles], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.video], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.vr], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.wind], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.xr], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.merry-yellow.code-assist], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.subsystems], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.modules.hierarchycore], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.sysroot], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.sysroot.linux-x86_64], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.core], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.shadergraph], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal-config], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.ext.nunit], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.animation], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.pixel-perfect], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.psdimporter], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.sprite], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.spriteshape], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap.extras], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.aseprite], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.searcher], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.burst], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.mathematics], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.collections], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.rendering.light-transport], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.2d.common], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.nuget.mono-cecil], Result: [granted: True, group: (null)]
2025-07-24 04:26:08.293 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.test-framework.performance], Result: [granted: True, group: (null)]
2025-07-24 04:26:55.804 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-07-24 04:26:55.804 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-07-24 04:26:55.804 User Agent: [UnityEditor/6000.0.41f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [053fe0d53bb34c0cbd9719e1de87a56c], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066369140560-UnityPersonal]
